issue,polviews,verb_ab,id,quest,answer,arg,counter_arg,exposure,belief_before,belief_now
librac,liberal,low,58,Consider a person who believes that Blacks are genetically inferior. If some people in your community suggested that a book he wrote which said Blacks are inferior should be taken out of your public library -- would you favor removing this book?,1,4|0|1|3|5,7,0,35,80
librac,liberal,low,604,Consider a person who believes that Blacks are genetically inferior. If some people in your community suggested that a book he wrote which said Blacks are inferior should be taken out of your public library -- would you favor removing this book?,1,8,8,0,40,95
marblk,liberal,low,176,Would you be in favor of having a close relative or family member marry a black person?,1,0|1|5,0|1,0,10,80
marblk,liberal,low,581,Would you be in favor of having a close relative or family member marry a black person?,1,5,4,0,75,90
marblk,liberal,low,746,Would you be in favor of having a close relative or family member marry a black person?,1,5|1,4,0,50,85
marblk,liberal,low,177,Would you be in favor of having a close relative or family member marry a black person?,1,0|1,0|1,1,37,66
marblk,liberal,low,626,Would you be in favor of having a close relative or family member marry a black person?,1,5|1|0,2|4,0,20,60
marblk,liberal,low,855,Would you be in favor of having a close relative or family member marry a black person?,1,5|1|0,4,0,20,80
marblk,liberal,low,410,Would you be in favor of having a close relative or family member marry a black person?,1,5|1,4,0,20,70
marblk,liberal,low,309,Would you be in favor of having a close relative or family member marry a black person?,1,1,7,0,26,22
marblk,liberal,low,472,Would you be in favor of having a close relative or family member marry a black person?,1,5|3,1|2,0,3,98
marblk,liberal,low,778,Would you be in favor of having a close relative or family member marry a black person?,1,5,7|6,0,30,95
marblk,liberal,low,834,Would you be in favor of having a close relative or family member marry a black person?,1,1|5,4,0,5,60
marblk,liberal,low,250,Would you be in favor of having a close relative or family member marry a black person?,1,5,0,0,100,60
marblk,liberal,low,387,Would you be in favor of having a close relative or family member marry a black person?,1,5|1,2,0,40,75
marblk,liberal,low,64,Would you be in favor of having a close relative or family member marry a black person?,1,1,4,1,25,70
marblk,liberal,low,363,Would you be in favor of having a close relative or family member marry a black person?,1,5,4,0,50,90
marblk,liberal,low,6,Would you be in favor of having a close relative or family member marry a black person?,1,5,2,0,12,60
marblk,liberal,low,823,Would you be in favor of having a close relative or family member marry a black person?,1,0|1|5,4,0,40,70
marblk,liberal,low,223,Would you be in favor of having a close relative or family member marry a black person?,1,1|3|0,4,1,35,74
marblk,liberal,low,644,Would you be in favor of having a close relative or family member marry a black person?,1,1|5|3|4,2|1|0|3|4,0,5,60
marblk,liberal,low,251,Would you be in favor of having a close relative or family member marry a black person?,1,5|0|1,4|3,1,5,90
marblk,liberal,low,859,Would you be in favor of having a close relative or family member marry a black person?,1,0|5|3|1|8,4|3|8,1,15,50
marblk,liberal,low,248,Would you be in favor of having a close relative or family member marry a black person?,1,5,3,0,25,50
marblk,liberal,low,60,Would you be in favor of having a close relative or family member marry a black person?,1,5,4,0,16,68
marblk,liberal,low,547,Would you be in favor of having a close relative or family member marry a black person?,1,1|5,2,0,72,88
marblk,liberal,low,351,Would you be in favor of having a close relative or family member marry a black person?,1,5|1|4,4,0,80,90
marblk,liberal,low,219,Would you be in favor of having a close relative or family member marry a black person?,1,5|1,8,0,10,40
marblk,liberal,low,369,Would you be in favor of having a close relative or family member marry a black person?,1,5,4|3,1,75,90
marblk,liberal,low,259,Would you be in favor of having a close relative or family member marry a black person?,1,5|1,3|4,0,60,75
marblk,liberal,low,594,Would you be in favor of having a close relative or family member marry a black person?,1,1,5,1,40,80
marblk,liberal,low,554,Would you be in favor of having a close relative or family member marry a black person?,1,5|1|0,2,1,20,79
marasian,liberal,low,604,Would you be in favor of having a close relative or family member marry an Asian American person?,1,8,3,0,40,90
marasian,liberal,low,363,Would you be in favor of having a close relative or family member marry an Asian American person?,1,1|5,1|5,0,60,80
marasian,liberal,low,644,Would you be in favor of having a close relative or family member marry an Asian American person?,1,0|1|4|5,4|2,0,80,95
marasian,liberal,low,176,Would you be in favor of having a close relative or family member marry an Asian American person?,1,1|0|5,1|0|5,1,20,80
marasian,liberal,low,838,Would you be in favor of having a close relative or family member marry an Asian American person?,1,5,2|3|4,0,10,75
marasian,liberal,low,60,Would you be in favor of having a close relative or family member marry an Asian American person?,1,5|1,2|4,0,40,85
marasian,liberal,low,943,Would you be in favor of having a close relative or family member marry an Asian American person?,1,5,4|2,0,40,75
marasian,liberal,low,64,Would you be in favor of having a close relative or family member marry an Asian American person?,1,1,4,0,45,70
marasian,liberal,low,581,Would you be in favor of having a close relative or family member marry an Asian American person?,1,5,2,0,80,90
marasian,liberal,low,823,Would you be in favor of having a close relative or family member marry an Asian American person?,1,5|1,2,0,80,95
marasian,liberal,low,594,Would you be in favor of having a close relative or family member marry an Asian American person?,1,5,2,0,50,90
marasian,liberal,low,815,Would you be in favor of having a close relative or family member marry an Asian American person?,1,0|1|5,3|4,0,10,70
marasian,liberal,low,38,Would you be in favor of having a close relative or family member marry an Asian American person?,1,5,1,0,10,90
marasian,liberal,low,746,Would you be in favor of having a close relative or family member marry an Asian American person?,1,5,0|3,0,20,75
marasian,liberal,low,251,Would you be in favor of having a close relative or family member marry an Asian American person?,1,0,2,1,50,95
marasian,liberal,low,223,Would you be in favor of having a close relative or family member marry an Asian American person?,1,0|4|1|5,5|3,0,43,76
marasian,liberal,low,309,Would you be in favor of having a close relative or family member marry an Asian American person?,0,7,5,0,64,54
marasian,liberal,low,410,Would you be in favor of having a close relative or family member marry an Asian American person?,1,1|5,3,0,25,60
marasian,liberal,low,250,Would you be in favor of having a close relative or family member marry an Asian American person?,1,0,4,0,90,60
marasian,liberal,low,369,Would you be in favor of having a close relative or family member marry an Asian American person?,1,5,4,0,50,95
marasian,liberal,low,472,Would you be in favor of having a close relative or family member marry an Asian American person?,1,1|5,2|4,0,5,95
marasian,liberal,low,387,Would you be in favor of having a close relative or family member marry an Asian American person?,1,5,2,0,50,90
marasian,liberal,low,177,Would you be in favor of having a close relative or family member marry an Asian American person?,1,1|4,2|3,0,45,34
marasian,liberal,low,778,Would you be in favor of having a close relative or family member marry an Asian American person?,1,0|5|4,7,0,70,95
marasian,liberal,low,958,Would you be in favor of having a close relative or family member marry an Asian American person?,1,5,3,0,40,70
marasian,liberal,low,547,Would you be in favor of having a close relative or family member marry an Asian American person?,1,5|1,3,0,75,95
marasian,liberal,low,626,Would you be in favor of having a close relative or family member marry an Asian American person?,1,0|1,2,0,50,70
marasian,liberal,low,490,Would you be in favor of having a close relative or family member marry an Asian American person?,1,1|5,3,0,10,65
marasian,liberal,low,805,Would you be in favor of having a close relative or family member marry an Asian American person?,1,5|8,8,0,15,85
marasian,liberal,low,351,Would you be in favor of having a close relative or family member marry an Asian American person?,1,5,2,0,80,90
marhisp,liberal,low,64,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,1,4,0,30,75
marhisp,liberal,low,58,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,5,4,0,40,75
marhisp,liberal,low,746,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,5,0|2,0,35,65
marhisp,liberal,low,251,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,1,2,1,50,80
marhisp,liberal,low,490,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,1|0|5,1,0,20,95
marhisp,liberal,low,369,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,5,4,0,80,95
marhisp,liberal,low,778,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,5|4,3|6,0,75,95
marhisp,liberal,low,823,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,1|5|0,3,0,50,75
marhisp,liberal,low,626,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,1,2|4|3,0,40,75
marhisp,liberal,low,425,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,5,3|2,0,5,75
marhisp,liberal,low,223,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,5|1,4,1,49,85
marhisp,liberal,low,410,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,0|1|5,2|4,0,40,60
marhisp,liberal,low,293,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,1|0|5,2|3|4,0,20,80
marhisp,liberal,low,351,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,5,2,0,60,95
marhisp,liberal,low,594,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,5,2|4,0,57,88
marhisp,liberal,low,176,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,1|2|4,1|2|4,0,20,80
marhisp,liberal,low,660,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,5|1|2,6|4|0|1|3,0,50,50
marhisp,liberal,low,581,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,5,5,0,80,90
marhisp,liberal,low,348,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,5,2,1,30,10
marhisp,liberal,low,309,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,0,7,0,64,54
marhisp,liberal,low,60,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,1|4|5,2,0,15,80
marhisp,liberal,low,177,Would you be in favor of having a close relative or family member marry a Hispanic American person?,0,5,2,0,50,50
marhisp,liberal,low,855,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,5|0|1,3,0,30,70
marhisp,liberal,low,283,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,0|5|1,3|2|1,0,5,70
marhisp,liberal,low,219,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,5,2,0,10,45
marhisp,liberal,low,387,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,1,3,0,50,75
marhisp,liberal,low,363,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,5|1,3|4,0,60,90
marhisp,liberal,low,859,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,1|5|0|8,4|2|0|8,1,1,50
marhisp,liberal,low,250,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,5,3,0,80,50
marhisp,liberal,low,248,Would you be in favor of having a close relative or family member marry a Hispanic American person?,1,5,1,0,25,50
marhomo,liberal,low,309,Homosexual couples should have the right to marry one another.,1,4,4,0,5,4
marhomo,liberal,low,219,Homosexual couples should have the right to marry one another.,0,4,5,1,3,55
marhomo,liberal,low,594,Homosexual couples should have the right to marry one another.,1,1|5,4,1,30,80
marhomo,liberal,low,552,Homosexual couples should have the right to marry one another.,1,5|1,4|3|8,0,20,75
marhomo,liberal,low,626,Homosexual couples should have the right to marry one another.,1,5,4,0,15,70
marhomo,liberal,low,481,Homosexual couples should have the right to marry one another.,1,5,4,0,4,60
marhomo,liberal,low,64,Homosexual couples should have the right to marry one another.,1,1,4,1,25,65
marhomo,liberal,low,838,Homosexual couples should have the right to marry one another.,1,1|3|5|7,4|3|7,0,20,90
marhomo,liberal,low,369,Homosexual couples should have the right to marry one another.,0,5|1,4,1,25,40
marhomo,liberal,low,60,Homosexual couples should have the right to marry one another.,1,0|1|5,3|4,1,14,62
marhomo,liberal,low,326,Homosexual couples should have the right to marry one another.,1,0|1,4,1,30,90
marhomo,liberal,low,547,Homosexual couples should have the right to marry one another.,1,5|1|0,3|4,1,50,75
marhomo,liberal,low,554,Homosexual couples should have the right to marry one another.,1,5|0|1,4,0,30,75
marhomo,liberal,low,410,Homosexual couples should have the right to marry one another.,1,1|0|5,4,0,25,60
marhomo,liberal,low,636,Homosexual couples should have the right to marry one another.,1,5,4,0,30,75
marhomo,liberal,low,363,Homosexual couples should have the right to marry one another.,1,1|5,4,0,30,90
marhomo,liberal,low,351,Homosexual couples should have the right to marry one another.,1,5|1,4,0,30,85
marhomo,liberal,low,241,Homosexual couples should have the right to marry one another.,1,1,1,1,10,70
marhomo,liberal,low,778,Homosexual couples should have the right to marry one another.,0,7,1|0|5,0,10,65
marhomo,liberal,low,746,Homosexual couples should have the right to marry one another.,1,1|3,4,0,50,80
marhomo,liberal,low,902,Homosexual couples should have the right to marry one another.,1,5,4,0,75,100
marhomo,liberal,low,387,Homosexual couples should have the right to marry one another.,1,0|1|5,3,0,25,88
marhomo,liberal,low,223,Homosexual couples should have the right to marry one another.,1,1|0|5,4,1,37,60
marhomo,liberal,low,176,Homosexual couples should have the right to marry one another.,0,4|3|1,5|4|1,0,30,90
marhomo,liberal,low,251,Homosexual couples should have the right to marry one another.,1,1|5,4,1,10,75
marhomo,liberal,low,931,Homosexual couples should have the right to marry one another.,1,1,2,1,4,29
marhomo,liberal,low,177,Homosexual couples should have the right to marry one another.,0,4,1,1,54,45
marhomo,liberal,low,35,Homosexual couples should have the right to marry one another.,1,5|0|8,3|4|7,1,25,65
marhomo,liberal,low,581,Homosexual couples should have the right to marry one another.,1,1,4,0,10,35
marhomo,liberal,low,823,Homosexual couples should have the right to marry one another.,1,1|5,4|3,0,25,70
marwht,liberal,low,48,Would you be in favor of having a close relative or family member marry a white person?,1,5|8,8,0,10,50
marwht,liberal,low,472,Would you be in favor of having a close relative or family member marry a white person?,1,1,5,0,15,90
marwht,liberal,low,604,Would you be in favor of having a close relative or family member marry a white person?,1,5,2,0,40,99
marwht,liberal,low,644,Would you be in favor of having a close relative or family member marry a white person?,1,5|4|0|1|3|2,3|2,0,95,95
marwht,liberal,low,594,Would you be in favor of having a close relative or family member marry a white person?,1,5,4|2,0,95,95
marwht,liberal,low,823,Would you be in favor of having a close relative or family member marry a white person?,1,5|1,2|4,0,70,70
marwht,liberal,low,636,Would you be in favor of having a close relative or family member marry a white person?,1,1,2,0,56,95
marwht,liberal,low,176,Would you be in favor of having a close relative or family member marry a white person?,1,4|5|3|1,4|5|3|1,1,20,70
marwht,liberal,low,547,Would you be in favor of having a close relative or family member marry a white person?,1,5,4|1,0,80,65
marwht,liberal,low,490,Would you be in favor of having a close relative or family member marry a white person?,1,5|3|1,3,0,80,95
marwht,liberal,low,283,Would you be in favor of having a close relative or family member marry a white person?,1,5,1,0,100,100
marwht,liberal,low,351,Would you be in favor of having a close relative or family member marry a white person?,1,4|5|1,4,0,5,5
marwht,liberal,low,348,Would you be in favor of having a close relative or family member marry a white person?,1,5,1,0,85,80
marwht,liberal,low,369,Would you be in favor of having a close relative or family member marry a white person?,1,5,2,0,95,99
marwht,liberal,low,309,Would you be in favor of having a close relative or family member marry a white person?,1,4,2,0,53,34
marwht,liberal,low,60,Would you be in favor of having a close relative or family member marry a white person?,1,4|5|1,4,0,92,88
marwht,liberal,low,6,Would you be in favor of having a close relative or family member marry a white person?,1,1,5,0,20,65
marwht,liberal,low,177,Would you be in favor of having a close relative or family member marry a white person?,1,5,5,1,60,50
marwht,liberal,low,778,Would you be in favor of having a close relative or family member marry a white person?,1,5,2,0,20,95
marwht,liberal,low,64,Would you be in favor of having a close relative or family member marry a white person?,1,1,4,0,85,85
marwht,liberal,low,363,Would you be in favor of having a close relative or family member marry a white person?,1,5,4,0,95,95
marwht,liberal,low,387,Would you be in favor of having a close relative or family member marry a white person?,1,1,4,0,77,66
marwht,liberal,low,410,Would you be in favor of having a close relative or family member marry a white person?,1,5,2|4,0,50,85
marwht,liberal,low,838,Would you be in favor of having a close relative or family member marry a white person?,1,1|0|5,3|1,1,25,80
marwht,liberal,low,250,Would you be in favor of having a close relative or family member marry a white person?,1,5,4,0,90,70
marwht,liberal,low,223,Would you be in favor of having a close relative or family member marry a white person?,1,1,3,0,81,86
marwht,liberal,low,859,Would you be in favor of having a close relative or family member marry a white person?,1,1|0|3|8,0|4|2|8,1,10,55
marwht,liberal,low,581,Would you be in favor of having a close relative or family member marry a white person?,1,1,1,0,90,90
marwht,liberal,low,626,Would you be in favor of having a close relative or family member marry a white person?,1,1,3,0,95,95
marwht,liberal,low,746,Would you be in favor of having a close relative or family member marry a white person?,1,5,2,0,90,85
pillok,liberal,low,472,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,7,4,0,75,40
pillok,liberal,low,177,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,5,4,1,10,40
pillok,liberal,low,351,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,0,4,0,40,80
pillok,liberal,low,363,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,0|1|5|7,4,0,30,75
pillok,liberal,low,64,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,7,4,0,25,55
pillok,liberal,low,219,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,8,4,0,5,25
pillok,liberal,low,490,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,5|0|1,4,0,20,80
pillok,liberal,low,250,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,1,7,0,60,50
pillok,liberal,low,176,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,4|6|0|1,4|6|0,0,20,90
pillok,liberal,low,581,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,5,1,0,20,40
pillok,liberal,low,283,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,1|5,7|4|3,0,5,65
pillok,liberal,low,823,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,3|0,4,0,15,50
pillok,liberal,low,644,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,1|5|0,3|4,0,5,50
pillok,liberal,low,251,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,6|0,6|4|5|0|3|7|2,1,5,80
pillok,liberal,low,223,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,0|5,4,0,29,55
pillok,liberal,low,778,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,0|5,3,0,20,70
pillok,liberal,low,626,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,6|1|5,3|2|4,0,75,50
pillok,liberal,low,410,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,7|5|6|1,3|0,0,25,30
pillok,liberal,low,60,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,7|0|1|4,1|4,0,18,70
pillok,liberal,low,636,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,5|8,3|4,1,10,35
pillok,liberal,low,369,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,0,4|5,7,0,49,55
pillok,liberal,low,859,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,7|0|1|5|3,8,0,10,40
pillok,liberal,low,387,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,5,7,0,20,50
pillok,liberal,low,547,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,0,0|8,5,0,15,45
pillok,liberal,low,155,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,7|0|5,2|4|3|6,0,10,40
pillok,liberal,low,268,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,8,3|4,0,5,50
pillok,liberal,low,309,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,0,3,5,0,40,80
pillok,liberal,low,141,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,0,5|1,5|1,0,25,35
pillok,liberal,low,834,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,0,1|3,5,0,1,20
pillok,liberal,low,94,Do you agree that methods of birth control should be available to teenagers between the ages of 14 and 16 if their parents do not approve?,1,5,5,0,60,30
polabuse,liberal,low,859,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,5|7|4|0|1|2|8,5|3|6|4|1|8,0,90,70
polabuse,liberal,low,838,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,7|5|1|0,2|3|0,0,50,20
polabuse,liberal,low,490,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6|0|1,5,0,50,50
polabuse,liberal,low,351,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6,2,0,60,90
polabuse,liberal,low,58,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,0,3,0,90,45
polabuse,liberal,low,387,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6|0,3,0,55,21
polabuse,liberal,low,177,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,4|3,4,0,60,40
polabuse,liberal,low,223,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,5|6|1,2,1,55,30
polabuse,liberal,low,64,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6,4,0,35,25
polabuse,liberal,low,823,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,5|1|6|7,3,0,15,10
polabuse,liberal,low,497,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6|0,3|0|1,1,50,50
polabuse,liberal,low,250,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6,0,0,20,40
polabuse,liberal,low,309,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,1,3,3,0,64,53
polabuse,liberal,low,369,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6|7,3,0,40,20
polabuse,liberal,low,410,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,4,1,0,20,40
polabuse,liberal,low,931,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,1,6,6,1,50,50
polabuse,liberal,low,219,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,1|8,8,0,60,35
polabuse,liberal,low,626,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,1,4,0,40,20
polabuse,liberal,low,60,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6|5|1,3,0,63,22
polabuse,liberal,low,416,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,0,5,0,40,15
polabuse,liberal,low,581,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,1,4|3,5,0,50,50
polabuse,liberal,low,698,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6|0,3,1,40,30
polabuse,liberal,low,547,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,6|2|3,5|8,0,45,25
polabuse,liberal,low,778,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,0|6|1|3,0|3,0,65,35
polabuse,liberal,low,472,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,1,3,0,80,45
polabuse,liberal,low,251,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,7|6,2|3,1,50,20
polabuse,liberal,low,644,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,0|4|5,0,0,25,10
polabuse,liberal,low,594,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,5|0|1|7,3,0,55,35
polabuse,liberal,low,604,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,8,3,0,20,20
polabuse,liberal,low,363,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the policeman?,0,1|6|3,3|2,0,80,60
polattak,liberal,low,472,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,3,6,1,90,75
polattak,liberal,low,369,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,3,6,0,97,95
polattak,liberal,low,35,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,0,1|7,3|5,0,80,70
polattak,liberal,low,64,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,0,6,3,0,65,45
polattak,liberal,low,251,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,6,4,1,100,95
polattak,liberal,low,581,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,6,6,0,60,50
polattak,liberal,low,60,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,3,4|3,0,90,95
polattak,liberal,low,554,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,8,6|7,0,90,70
polattak,liberal,low,351,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,5,6,0,90,80
polattak,liberal,low,626,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,6,6,0,75,60
polattak,liberal,low,823,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,1|3|6,7,1,95,90
polattak,liberal,low,594,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,3|6,0,1,75,55
polattak,liberal,low,250,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,6,5,0,80,50
polattak,liberal,low,6,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,6,1,1,10,25
polattak,liberal,low,644,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,6,6|0,0,90,90
polattak,liberal,low,141,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,8,0|6,1,45,35
polattak,liberal,low,787,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,6|3|1,6|1,1,90,70
polattak,liberal,low,547,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,6,6|4,1,70,85
polattak,liberal,low,746,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,4|3|1,5,1,90,90
polattak,liberal,low,176,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,1|7|0|6,1|5|0|3,0,10,60
polattak,liberal,low,363,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,0,1|0|4,3,0,80,50
polattak,liberal,low,680,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,3,6,1,90,80
polattak,liberal,low,387,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,0,6,3,0,50,50
polattak,liberal,low,604,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,8,8,1,100,90
polattak,liberal,low,778,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,6|3,5|0|1,0,95,95
polattak,liberal,low,636,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,3|8,7,1,80,65
polattak,liberal,low,177,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,6|3,6|3,0,30,30
polattak,liberal,low,714,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,5|1|3,4|0|7|3,0,88,79
polattak,liberal,low,309,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,1,7,0,34,53
polattak,liberal,low,223,Would you approve of a policeman striking a citizen who was attacking the policeman with his fists?,1,1,6|3,1,55,38
polescap,liberal,low,351,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,6,2,0,60,40
polescap,liberal,low,927,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,6,3,0,60,50
polescap,liberal,low,859,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,5|1|3|6|8,7|5|0|6|8,0,95,70
polescap,liberal,low,177,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,6,6,0,60,60
polescap,liberal,low,626,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,3,4|6,0,90,90
polescap,liberal,low,363,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,1,3|8,4,0,90,90
polescap,liberal,low,823,Would you approve of a policeman striking a citizen who was attempting to escape from custody?,0,6,3,0,60,50
